origin,creation_timestamp,modified_timestamp,cow,car,tree,human
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DkxopViU98Xo&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Gg&ust=1756024276009000&source=videos&cd=vfe&opi=90024&FILENAME=comedy-sketch32.mp4,10/4/2016,10/6/2009,false,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gettyimages.com%2Fphotos%2Fblack-and-white&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ff&ust=1756024276009000&source=images&cd=vfe&opi=90023&FILENAME=black-and-white31.jpg,11/22/2012,6/26/2019,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.espn.com%2Fvideo%2Fclip%3Fid%3D32178945&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Vw&ust=1756024276009000&source=videos&cd=vfe&opi=89990&FILENAME=sports5.mp4,11/21/2007,7/20/2008,true,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.dezeen.com%2F2025%2F08%2F15%2Fmodern-architecture-design&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCbb&ust=1756024276009000&source=images&cd=vfe&opi=89993&FILENAME=architecture7.jpg,2/28/2021,6/30/2017,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.calm.com%2Fmeditate&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Za&ust=1756024276009000&source=audio&cd=vfe&opi=89992&FILENAME=meditation6.mp3,3/7/2004,5/10/2011,true,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnn.com%2Fvideos%2Fworld%2F2025%2F08%2F22%2Ftravel-destination-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCrr&ust=1756024276009000&source=videos&cd=vfe&opi=90009&FILENAME=news20.mp4,8/17/2018,7/26/2014,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.dezeen.com%2F2025%2F08%2F15%2Fmodern-architecture-design&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCbb&ust=1756024276009000&source=images&cd=vfe&opi=89993&FILENAME=architecture7.jpg,5/13/2000,12/24/2005,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archdaily.com%2F123456%2Fmodern-architecture-trends-2025&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Cd&ust=1756024276009000&source=images&cd=vfe&opi=89979&FILENAME=architecture2.png,7/28/2022,12/22/2021,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.com%2FAttractions&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ww&ust=1756024276009000&source=audio&cd=vfe&opi=90014&FILENAME=guided-tour24.mp3,9/18/2016,6/23/2015,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnet.com%2Ftech%2Flatest-tech-reviews-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90028&FILENAME=tech-review35.mp4,2/2/2017,4/1/2013,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.khanacademy.org%2Fscience%2Fphysics&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Cc&ust=1756024276009000&source=videos&cd=vfe&opi=90020&FILENAME=educational29.avi,6/13/2011,4/29/2012,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnet.com%2Ftech%2Flatest-tech-reviews-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90028&FILENAME=tech-review35.mp4,9/6/2006,10/23/2012,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.vevo.com%2Fwatch%2FU2VvTG9XZW1WV1Jw&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90002&FILENAME=concert14.mov,9/22/2001,8/18/2017,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.wired.com%2Fstory%2Flatest-tech-innovations-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kl&ust=1756024276009000&source=articles&cd=vfe&opi=89984&FILENAME=tech-innovations.html,8/20/2005,6/2/2022,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.artsy.net%2Farticle%2Fartsy-editorial-modern-art-movements&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Mm&ust=1756024276009000&source=images&cd=vfe&opi=90004&FILENAME=art16.jpeg,1/23/2010,11/16/2008,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.history.com%2Ftopics%2Fancient-history&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Oo&ust=1756024276009000&source=articles&cd=vfe&opi=90006&FILENAME=history-lesson.html,8/23/2009,2/4/2012,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.instructables.com%2FDIY-Projects&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90026&FILENAME=diy-projects.pdf,10/2/2004,3/8/2001,true,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.greenpeace.org%2Finternational%2Fissues%2Fclimate-change&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Xx&ust=1756024276009000&source=articles&cd=vfe&opi=90015&FILENAME=environmental-issues.html,4/23/2008,6/17/2008,true,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.spotify.com%2Fus%2Falbum%2F4aowFkKou3T1oDEY7W9GmN&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ij&ust=1756024276009000&source=audio&cd=vfe&opi=89983&FILENAME=music2.wav,5/21/2012,5/26/2004,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.artsy.net%2Farticle%2Fartsy-editorial-modern-art-movements&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Mm&ust=1756024276009000&source=images&cd=vfe&opi=90004&FILENAME=art16.jpeg,9/5/2009,11/15/2009,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.nasa.gov%2Fimage-of-the-day&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Uu&ust=1756024276009000&source=images&cd=vfe&opi=90012&FILENAME=space22.jpg,11/15/2009,3/29/2012,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archdaily.com%2F123456%2Fmodern-architecture-trends-2025&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Cd&ust=1756024276009000&source=images&cd=vfe&opi=89979&FILENAME=architecture2.png,3/27/2001,7/16/2004,true,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.duolingo.com%2Flearn&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Tt&ust=1756024276009000&source=audio&cd=vfe&opi=90011&FILENAME=language-lesson21.mp3,12/21/2013,7/23/2020,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.healthline.com%2Fnutrition%2Ftop-health-tips&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Dd&ust=1756024276009000&source=articles&cd=vfe&opi=89995&FILENAME=health-tips.pdf,1/1/2008,6/3/2021,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fambient-background&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Pp&ust=1756024276009000&source=audio&cd=vfe&opi=90007&FILENAME=ambient18.wav,12/29/2016,4/2/2022,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.com%2FAttractions&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ww&ust=1756024276009000&source=audio&cd=vfe&opi=90014&FILENAME=guided-tour24.mp3,6/21/2013,5/2/2003,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.vevo.com%2Fwatch%2FU2VvTG9XZW1WV1Jw&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90002&FILENAME=concert14.mov,2/20/2004,8/31/2013,true,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.pexels.com%2Fphoto%2Furban-life&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Yy&ust=1756024276009000&source=images&cd=vfe&opi=90016&FILENAME=urban25.png,3/18/2018,12/30/2000,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.coursera.org%2Flecture%2Fmachine-learning&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Gg&ust=1756024276009000&source=videos&cd=vfe&opi=89998&FILENAME=lecture11.mp4,4/5/2015,6/21/2001,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.bbcgoodfood.com%2Frecipes%2Fcollection%2Fquick-cooking&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCKP&ust=1756024276009000&source=videos&cd=vfe&opi=89981&FILENAME=cooking2.mov,7/2/2016,1/29/2020,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnn.com%2Fvideos%2Fworld%2F2025%2F08%2F22%2Ftravel-destination-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCrr&ust=1756024276009000&source=videos&cd=vfe&opi=90009&FILENAME=news20.mp4,4/24/2008,8/10/2010,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.spotify.com%2Fus%2Falbum%2F4aowFkKou3T1oDEY7W9GmN&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ij&ust=1756024276009000&source=audio&cd=vfe&opi=89983&FILENAME=music2.wav,1/2/2000,6/24/2007,true,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.storycorps.org%2Flisten&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Aa&ust=1756024276009000&source=audio&cd=vfe&opi=90018&FILENAME=storytelling27.wav,1/26/2010,1/16/2006,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.greenpeace.org%2Finternational%2Fissues%2Fclimate-change&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Xx&ust=1756024276009000&source=articles&cd=vfe&opi=90015&FILENAME=environmental-issues.html,10/24/2002,3/15/2022,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.artsy.net%2Farticle%2Fartsy-editorial-modern-art-movements&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Mm&ust=1756024276009000&source=images&cd=vfe&opi=90004&FILENAME=art16.jpeg,1/2/2019,1/20/2006,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.poetryfoundation.org%2Fpoems&psig=AOvVaw2mY4u4n2qJj5zVBhvfoChh&ust=1756024276009000&source=audio&cd=vfe&opi=90025&FILENAME=poetry-reading33.mp3,2/16/2015,9/16/2017,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.netflix.com%2Ftitle%2F81212723&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Qr&ust=1756024276009000&source=videos&cd=vfe&opi=89987&FILENAME=documentary3.avi,11/23/2005,8/10/2019,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.bbc.co.uk%2Fsounds%2Fplay%2Flive%3Ab08qz5y6&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ll&ust=1756024276009000&source=audio&cd=vfe&opi=90003&FILENAME=radio-show15.mp3,1/8/2013,3/30/2006,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.calm.com%2Fmeditate&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Za&ust=1756024276009000&source=audio&cd=vfe&opi=89992&FILENAME=meditation6.mp3,3/3/2021,3/7/2017,false,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.wired.com%2Fstory%2Flatest-tech-innovations-2025&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Kl&ust=1756024276009000&source=articles&cd=vfe&opi=89984&FILENAME=tech-innovations.html,5/14/2001,5/13/2020,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.investopedia.com%2Ffinancial-advice-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCdd&ust=1756024276009000&source=articles&cd=vfe&opi=90021&FILENAME=finance-advice.html,1/25/2015,12/21/2020,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DkxopViU98Xo&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Gg&ust=1756024276009000&source=videos&cd=vfe&opi=90024&FILENAME=comedy-sketch32.mp4,2/18/2004,6/28/2014,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.archdaily.com%2F123456%2Fmodern-architecture-trends-2025&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Cd&ust=1756024276009000&source=images&cd=vfe&opi=89979&FILENAME=architecture2.png,2/8/2005,10/12/2001,true,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.history.com%2Ftopics%2Fancient-history&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Oo&ust=1756024276009000&source=articles&cd=vfe&opi=90006&FILENAME=history-lesson.html,2/14/2018,2/14/2014,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.healthline.com%2Fnutrition%2Ftop-health-tips&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Dd&ust=1756024276009000&source=articles&cd=vfe&opi=89995&FILENAME=health-tips.pdf,3/26/2001,2/15/2001,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.history.com%2Ftopics%2Fancient-history&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Oo&ust=1756024276009000&source=articles&cd=vfe&opi=90006&FILENAME=history-lesson.html,12/19/2002,5/16/2007,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.investopedia.com%2Ffinancial-advice-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCdd&ust=1756024276009000&source=articles&cd=vfe&opi=90021&FILENAME=finance-advice.html,7/4/2020,1/28/2007,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,11/11/2004,10/17/2022,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.vogue.com%2Ffashion-shows&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Qq&ust=1756024276009000&source=images&cd=vfe&opi=90008&FILENAME=fashion19.webp,6/14/2014,4/4/2020,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.coursera.org%2Flecture%2Fmachine-learning&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Gg&ust=1756024276009000&source=videos&cd=vfe&opi=89998&FILENAME=lecture11.mp4,8/26/2006,12/2/2001,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.audible.com%2Fpd%2FThe-Hobbit-Audiobook%2FB002BMEG8Q&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Hh&ust=1756024276009000&source=audio&cd=vfe&opi=89999&FILENAME=audiobook12.mp3,6/3/2014,3/18/2022,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,5/7/2005,8/25/2009,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.netflix.com%2Ftitle%2F81212723&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Qr&ust=1756024276009000&source=videos&cd=vfe&opi=89987&FILENAME=documentary3.avi,4/10/2011,12/6/2009,false,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.calm.com%2Fmeditate&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Za&ust=1756024276009000&source=audio&cd=vfe&opi=89992&FILENAME=meditation6.mp3,12/5/2012,4/26/2014,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.storycorps.org%2Flisten&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Aa&ust=1756024276009000&source=audio&cd=vfe&opi=90018&FILENAME=storytelling27.wav,6/5/2016,2/27/2005,true,false,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.deviantart.com%2Fdiscover%2Fabstract&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Bb&ust=1756024276009000&source=images&cd=vfe&opi=90019&FILENAME=abstract28.jpeg,9/6/2010,11/30/2015,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fambient-background&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Pp&ust=1756024276009000&source=audio&cd=vfe&opi=90007&FILENAME=ambient18.wav,11/17/2002,2/18/2020,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.spotify.com%2Fus%2Falbum%2F4aowFkKou3T1oDEY7W9GmN&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ij&ust=1756024276009000&source=audio&cd=vfe&opi=89983&FILENAME=music2.wav,3/9/2017,3/13/2005,true,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.calm.com%2Fmeditate&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Za&ust=1756024276009000&source=audio&cd=vfe&opi=89992&FILENAME=meditation6.mp3,6/16/2012,10/2/2009,true,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.vevo.com%2Fwatch%2FU2VvTG9XZW1WV1Jw&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90002&FILENAME=concert14.mov,1/14/2012,3/14/2020,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.investopedia.com%2Ffinancial-advice-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCdd&ust=1756024276009000&source=articles&cd=vfe&opi=90021&FILENAME=finance-advice.html,8/4/2003,4/21/2011,true,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,1/21/2001,7/19/2021,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.history.com%2Ftopics%2Fancient-history&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Oo&ust=1756024276009000&source=articles&cd=vfe&opi=90006&FILENAME=history-lesson.html,6/18/2001,12/1/2020,true,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.gettyimages.com%2Fphotos%2Fblack-and-white&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Ff&ust=1756024276009000&source=images&cd=vfe&opi=90023&FILENAME=black-and-white31.jpg,3/16/2021,7/7/2004,true,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.nasa.gov%2Fimage-of-the-day&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Uu&ust=1756024276009000&source=images&cd=vfe&opi=90012&FILENAME=space22.jpg,5/14/2018,5/1/2019,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.natgeokids.com%2Fuk%2Fdiscover%2Fanimals%2Fgeneral-animals%2Fwildlife-photography&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCff&ust=1756024276009000&source=images&cd=vfe&opi=89997&FILENAME=wildlife10.png,4/18/2018,3/12/2014,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.history.com%2Ftopics%2Fancient-history&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Oo&ust=1756024276009000&source=articles&cd=vfe&opi=90006&FILENAME=history-lesson.html,1/19/2021,8/17/2004,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.vevo.com%2Fwatch%2FU2VvTG9XZW1WV1Jw&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Kk&ust=1756024276009000&source=videos&cd=vfe&opi=90002&FILENAME=concert14.mov,5/6/2006,5/13/2012,true,false,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DkxopViU98Xo&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Gg&ust=1756024276009000&source=videos&cd=vfe&opi=90024&FILENAME=comedy-sketch32.mp4,7/13/2015,11/7/2008,false,true,true,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.investopedia.com%2Ffinancial-advice-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCdd&ust=1756024276009000&source=articles&cd=vfe&opi=90021&FILENAME=finance-advice.html,8/26/2017,7/3/2021,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.poetryfoundation.org%2Fpoems&psig=AOvVaw2mY4u4n2qJj5zVBhvfoChh&ust=1756024276009000&source=audio&cd=vfe&opi=90025&FILENAME=poetry-reading33.mp3,4/17/2018,9/4/2006,true,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.cnn.com%2Fvideos%2Fworld%2F2025%2F08%2F22%2Ftravel-destination-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCrr&ust=1756024276009000&source=videos&cd=vfe&opi=90009&FILENAME=news20.mp4,5/8/2010,8/4/2002,true,false,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,10/7/2010,4/11/2013,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.history.com%2Ftopics%2Fancient-history&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Oo&ust=1756024276009000&source=articles&cd=vfe&opi=90006&FILENAME=history-lesson.html,12/15/2006,10/23/2006,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.shutterstock.com%2Fsearch%2Fvintage&psig=AOvVaw1xY2zZ9pQrT8sUvWxYz12Jj&ust=1756024276009000&source=images&cd=vfe&opi=90027&FILENAME=vintage34.webp,7/7/2003,3/14/2022,false,true,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.khanacademy.org%2Fscience%2Fphysics&psig=AOvVaw0pLmN7pQrT8sUvWxYz12Cc&ust=1756024276009000&source=videos&cd=vfe&opi=90020&FILENAME=educational29.avi,10/27/2008,7/9/2021,false,true,false,true
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.tripadvisor.com%2FAttractions&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ww&ust=1756024276009000&source=audio&cd=vfe&opi=90014&FILENAME=guided-tour24.mp3,7/30/2010,5/8/2019,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.epidemicsound.com%2Ftrack%2Fbackground-music&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ee&ust=1756024276009000&source=audio&cd=vfe&opi=90022&FILENAME=background-music30.mp3,3/8/2009,1/23/2019,false,true,true,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.foodnetwork.com%2Frecipes%2Fphotos%2Fbest-dishes-2025&psig=AOvVaw2mY4u4n2qJj5zVBhvfoCjj&ust=1756024276009000&source=images&cd=vfe&opi=90001&FILENAME=food13.jpg,1/24/2020,7/3/2003,false,false,false,false
https://www.google.com/url?sa=i&url=https%3A%2F%2Fwww.instructables.com%2FDIY-Projects&psig=AOvVaw3kLmN7pQrT8sUvWxYz12Ii&ust=1756024276009000&source=articles&cd=vfe&opi=90026&FILENAME=diy-projects.pdf,1/2/2010,10/11/2016,true,true,false,true
